slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id
chateau-beaulieu-samonac,Château Beaulieu,Samonac,Vino,Vins de Côtes de Bourg biologiques,"9 Chemin de Beaulieu, 33710 Samonac",A historic 20-hectare organic estate in Samonac producing and ageing Côtes de Bourg wines at the château.,Lun–jue 09:00–17:30; vie 09:00–12:30,+33971221514,contact@chateau-beaulieu.com,https://www.chateau-beaulieu.com/,,,https://www.google.com/maps/search/?api=1&query=Ch%C3%A2teau%20Beaulieu%2C%209%20Chemin%20de%20Beaulieu%2C%2033710%20Samonac&query_place_id=ChIJX2-cbHcrAEgR8j4GwkzAp80,45.063123,-0.569435,,verificado,no comprobado,,,294
chateau-carillon-saillans,Château Carillon,Saillans,Vino,Vin de Fronsac biologique,"1 Pillebourse, 33141 Saillans","An organic winegrowing unit at Pillebourse in Saillans producing Château Carillon, a Fronsac wine documented in the current certification record and recent Bordeaux competition results.",,+33615076318,carillon@vignoblesdeterroirs.com,,,,,44.956617,-0.26837,,parcial,no comprobado,,,296
chateau-du-parc-saint-emilion,Château du Parc,Saint-Sulpice-de-Faleyrens,Vino,Saint-Émilion Grand Cru biologique,"4 Avenue du Général de Gaulle, 33330 Saint-Sulpice-de-Faleyrens",A 5.5-hectare organic estate in Saint-Sulpice-de-Faleyrens producing Saint-Émilion Grand Cru from Merlot and Cabernet Franc.,,+33557512497,,,,,https://www.google.com/maps/search/?api=1&query=Ch%C3%A2teau%20du%20Parc%2C%204%20Avenue%20du%20G%C3%A9n%C3%A9ral%20de%20Gaulle%2C%2033330%20Saint-Sulpice-de-Faleyrens&query_place_id=ChIJDzEMJg9PVQ0R3umI34mMMIo,44.876744,-0.191599,,parcial,no comprobado,,,318
chateau-le-lau,Château Le Lau,Arveyres,Vino,Graves de Vayres rouges biologiques et biodynamiques,"Lieu-dit Le Lau, 33500 Arveyres","Sylvie Plomby manages this 12-hectare Arveyres estate, where the vineyards are farmed organically and biodynamically for Château Le Lau wines.",,+33557977750,chateaulelau@hotmail.fr,,,,https://www.google.com/maps/search/?api=1&query=Ch%C3%A2teau%20Le%20Lau%2C%20Lieu-dit%20Le%20Lau%2C%2033500%20Arveyres&query_place_id=ChIJJwqgMwE3VQ0RUbFvm9U0fy8,44.88479,-0.300906,,parcial,no comprobado,,,333
chateau-les-garelles,Château Les Garelles,Saint-Christoly-de-Blaye,Vino,"Blaye Côtes de Bordeaux rouges et blancs, Bordeaux rosé et Perles des Garelles","2 Les Garelles, 33920 Saint-Christoly-de-Blaye","Adrien and Thomas Novoa farm this family vineyard organically and biodynamically and make red, white and rosé wines in Saint-Christoly-de-Blaye.",,+33557424935,,https://chateau-les-garelles.com/,,,https://www.google.com/maps/search/?api=1&query=Ch%C3%A2teau%20Les%20Garelles%2C%202%20Les%20Garelles%2C%2033920%20Saint-Christoly-de-Blaye&query_place_id=ChIJGR8LmBIuAEgRNJWCLFDEMxw,45.130871,-0.520523,,verificado,no comprobado,,,337
chateau-pontac-lynch,Château Pontac-Lynch,Margaux-Cantenac,Vino,Vins AOC Margaux et Haut-Médoc,"28 Route du Port d’Issan, 33460 Margaux-Cantenac",An organic wine estate in Margaux-Cantenac producing wines under the Margaux and Haut-Médoc appellations.,,+33557883004,chateau-pontac-lynch@orange.fr,https://pontac-lynch.com/,,,https://www.google.com/maps/search/?api=1&query=Ch%C3%A2teau%20Pontac-Lynch%2C%2028%20Route%20du%20Port%20d%E2%80%99Issan%2C%2033460%20Margaux-Cantenac&query_place_id=ChIJYxysmCnUAUgR66031RUeoXM,45.039087,-0.662176,,verificado,no comprobado,,,345
chateau-toumalin,Château Toumalin,Fronsac,Vino,"Château Toumalin, MT de Toumalin et L’Auréa","Toumalin, 33126 Fronsac",Nathalie and Xavier Miravete run this organic Canon-Fronsac estate and make three estate cuvées from its vineyards.,,+33788533420,contact@chateautoumalin.com,https://www.chateautoumalin.com/,https://www.facebook.com/ChateauToumalin/,https://www.instagram.com/chateautoumalin/,https://www.google.com/maps/search/?api=1&query=Ch%C3%A2teau%20Toumalin%2C%20Toumalin%2C%2033126%20Fronsac&query_place_id=ChIJZ2t81TxKVQ0RqvghhwHoEWw,44.935284,-0.278736,,verificado,no comprobado,,,356
clos-romanile,Clos Romanile,Saint-Émilion,Vino,"Clos Romanile et Galaxies 2 Romanile, Saint-Émilion Grand Cru","9 Lieu-dit La Rose, 33330 Saint-Émilion",Rémi Dalmasso farms just over one hectare organically at La Rose and makes small-production Saint-Émilion Grand Cru wines under the Clos Romanile identity.,,+33961511881,clos.romanile@gmail.com,,https://www.facebook.com/Clos-Romanile-182492578429273/,,https://www.google.com/maps/search/?api=1&query=Clos%20Romanile%2C%209%20Lieu-dit%20La%20Rose%2C%2033330%20Saint-%C3%89milion&query_place_id=ChIJxwzL5OFRVQ0R6bYtaj7Bqb4,44.897921,-0.173846,,verificado,no comprobado,,,422
chateau-pourquey-gazeau,Château Pourquey-Gazeau,Castelviel,Vino,Vins biologiques de l’Entre-deux-Mers,"1 À Pourquey, 33540 Castelviel","Cyril and Anita Fouilhac represent the thirteenth generation at this 74-hectare organic Castelviel estate, producing and selling its wines at the château and online.",Lun–jue 08:00–13:00 y 14:00–20:00; vie–dom con cita,+33616185888,earl@chateau-pourquey-gazeau.com,https://chateau-pourquey-gazeau.fr/,,,https://www.google.com/maps/search/?api=1&query=Ch%C3%A2teau%20Pourquey-Gazeau%2C%201%20%C3%80%20Pourquey%2C%2033540%20Castelviel&query_place_id=ChIJXRwa0tNnVQ0RX0yl5-alTdM,44.66676,-0.143375,,verificado,sí,ecommerce,Conservas,347
ferme-des-trois-arches,La Ferme des Trois Arches,Cudos,Fruta y verdura,Fruits et légumes biologiques de saison,"535 Route de la Caisserie, 33430 Cudos","Ylan De Keating runs an organic market garden in Cudos, selling seasonal fruit and vegetables through a weekly online preorder and farm collection.",Pedidos sáb–mié; recogida vie 16:15–18:00,+33781362529,dekeatingylan@gmail.com,,,,,44.393726,-0.22326,,parcial,sí,marketplace,,1324
atelier-paytra-fouquet,L’Atelier Paytra Fouquet,Saint-Émilion,Conservas,"Confitures artisanales, caramel au beurre salé et créations fruitées","42 Rue Guadet, 33330 Saint-Émilion",Janick Paytra makes award-winning preserves in view of visitors at his artisan workshop in the medieval centre of Saint-Émilion and sells them through his own online shop.,Mar–sáb 12:00–17:30; dom 13:30–17:30,,info@latelierpaytrafouquet.fr,https://latelierpaytrafouquet.fr/,,,https://www.google.com/maps/search/?api=1&query=L%E2%80%99Atelier%20Paytra%20Fouquet%2C%2042%20Rue%20Guadet%2C%2033330%20Saint-%C3%89milion&query_place_id=ChIJ28I0pGJPVQ0RbB6DlfoQPFk,44.893019,-0.155376,,verificado,sí,ecommerce,Dulces y repostería,1212
cidrerie-hic,Cidrerie HIC,Sadirac,Sidra,"Cidres, jus de pomme, vinaigre, gelées, purées et farine de pomme biologiques","57 Route de Saint-Caprais, 33670 Sadirac","Marion Derycke and Jérémy Rouxel make organic ciders, juices, vinegar, fruit preserves and apple flour in their Sadirac cidery using natural fermentation and a circular process.",Mié 09:00–17:00; jue 14:00–17:30; vie 09:00–17:00,+33749325855,pomme@cidrerie-hic.fr,https://cidrerie-hic.fr/,,,https://www.google.com/maps/search/?api=1&query=Cidrerie%20HIC%2C%2057%20Route%20de%20Saint-Caprais%2C%2033670%20Sadirac&query_place_id=ChIJE6fLdDUvVQ0RlpPLIy9MYuI,44.776472,-0.41285,,verificado,sí,ecommerce,Bebidas sin alcohol|Conservas|Condimentos,410
azimut-brasserie,Azimut Brasserie,Bordeaux,Cerveza,,5 Avenue du Docteur Schinazi,Brewery producing beer at its Bordeaux unit.,,+33695126861,,https://www.azimutbrasserie.com/,,https://www.instagram.com/azimutbrasserie,,44.8624,-0.5848,,parcial,no comprobado,,,60
brasserie-mira,Brasserie Mira,La Teste-de-Buch,Cerveza,,,Brewery producing beer at its La Teste-de-Buch unit.,,,,https://brasseriemira.fr/,,https://www.instagram.com/brasseriemira,,44.586000,-1.180900,,parcial,no comprobado,,,186
brasserie-pip-pression-imparfaitement-parfaite,Brasserie PIP (Pression Imparfaitement Parfaite),Bègles,Cerveza,,,Brewery producing beer at its Bègles unit.,,,,,,https://www.instagram.com/brasseriepip,,44.803000,-0.548500,,parcial,no comprobado,,,194
lesturgeonniere-le-teich,L'Esturgeonnière,Le Teich,Pescado,"Caviar, Sturgeon",,L'Esturgeonnière raises sturgeon and produces caviar at its Le Teich operation.,,+33556226950,caviar@caviar-perlita.com,https://www.caviar-perlita.com/,,,,44.580500,-1.023400,,verificado,sí,ecommerce,,1218
caviar-de-france-biganos,Caviar de France,Biganos,Pescado,"Caviar, Sturgeon",,Caviar de France raises sturgeon and produces caviar at its Biganos operation.,,,,https://www.caviardefrance.com/,,,,44.659900,-0.958200,,verificado,sí,ecommerce,,247
cabane-57-lege-cap-ferret,Cabane 57,Lège-Cap-Ferret,Pescado,Oysters,"40 rue du Littoral, 33950 Lège-Cap-Ferret",Cabane 57 raises oysters at its Lège-Cap-Ferret operation.,,+33613298760,latrille.sylvie@neuf.fr,http://lacabane57.com/,,,,44.745200,-1.174000,,parcial,no comprobado,,,223
benoit-serres-liqueurs-spiritueux,Benoît Serres Liqueurs & Spiritueux,La Réole,Destilados y licores,,"7 Saint Aignan Nord, 33190 La Réole",Benoît Serres Liqueurs & Spiritueux produces its own spirits in La Réole.,,,bs@benoit-serres.com,https://benoit-serres.com/,,,,44.58690,-0.04470,,parcial,no comprobado,,,1833
