slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen
jose-antonaya-caminero-valdepenas,José Antonaya Caminero,Valdepeñas,Bodega,Vinos de Valdepeñas,"C. Manzanares, 20",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,926 322 265,,https://apoloybaco.com/vinos/bodegas-do-valdepenas/,,,https://www.google.com/maps/search/?api=1&query=Jos%C3%A9%20Antonaya%20Caminero%2C%20C.%20Manzanares%2C%2020%2C%20Valdepe%C3%B1as%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7594573,-3.3847392,
pedro-sanchez-molero-lara-valdepenas,Pedro Sánchez-Molero Lara,Valdepeñas,Bodega,Vinos de Valdepeñas,"C. Postas, 62",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,926 321 710,,https://apoloybaco.com/vinos/bodegas-do-valdepenas/,,,https://www.google.com/maps/search/?api=1&query=Pedro%20S%C3%A1nchez-Molero%20Lara%2C%20C.%20Postas%2C%2062%2C%20Valdepe%C3%B1as%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7653434,-3.3911574,
vinat-valdepenas-valdepenas,VINAT Valdepeñas,Valdepeñas,Bodega,Vinos de Valdepeñas,"Paseo de la Estación, 3",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,926 320 330,,https://apoloybaco.com/vinos/bodegas-do-valdepenas/,,,https://www.google.com/maps/search/?api=1&query=VINAT%20Valdepe%C3%B1as%2C%20Paseo%20de%20la%20Estaci%C3%B3n%2C%203%2C%20Valdepe%C3%B1as%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7623300,-3.3925813,
dionisos-agricultura-biologica-valdepenas,Dionisos Agricultura Biológica,Valdepeñas,Bodega,"Dionisos, Pago del Conuco, vinos ecológicos","C. Unión, 82",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,926 313 248,wine@agrobio-dionisos.com,https://www.agrobio-dionisos.com,,,https://www.google.com/maps/search/?api=1&query=Dionisos%20Agricultura%20Biol%C3%B3gica%2C%20C.%20Uni%C3%B3n%2C%2082%2C%20Valdepe%C3%B1as%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7651899,-3.3854413,
bodegas-navarro-lopez-valdepenas,Bodegas Navarro López,Valdepeñas,Bodega,"Don Aurelio, Viejo Marchante, Castillo San Carlos","Autovía Madrid-Andalucía, km 193",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,902 193 431,info@navarrolopez.com,https://www.bodegas-navarro-lopez.com,,https://www.instagram.com/antiguas_bodegas_navarro_lopez/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Navarro%20L%C3%B3pez%2C%20Autov%C3%ADa%20Madrid-Andaluc%C3%ADa%2C%20km%20193%2C%20Valdepe%C3%B1as%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7594573,-3.3847392,
invencible-sociedad-cooperativa-valdepenas,Invencible Sociedad Cooperativa,Valdepeñas,Bodega,"Máxima, Valdeazor, Viña Lastra","C. Torrecillas, 130",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,926 322 777,direccion@invencible.biz,https://www.invencible.biz,,,https://www.google.com/maps/search/?api=1&query=Invencible%20Sociedad%20Cooperativa%2C%20C.%20Torrecillas%2C%20130%2C%20Valdepe%C3%B1as%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7594573,-3.3847392,
grupo-de-bodegas-vinartis-valdepenas,Grupo de Bodegas Vinartis,Valdepeñas,Bodega,"Pata Negra, Señorío de los Llanos, Don Opas","Autovía Madrid-Andalucía, km 200",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,926 320 300,,https://www.gbvinartis.com,,,https://www.google.com/maps/search/?api=1&query=Grupo%20de%20Bodegas%20Vinartis%2C%20Autov%C3%ADa%20Madrid-Andaluc%C3%ADa%2C%20km%20200%2C%20Valdepe%C3%B1as%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7594573,-3.3847392,
j-a-megia-e-hijos-valdepenas,J.A. Megía e Hijos,Valdepeñas,Bodega,"Corcovo, Carril de Farache","C. Magdalena, 33",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,926 347 828,,https://www.corcovo.com,,https://www.instagram.com/corcovo_/,https://www.google.com/maps/search/?api=1&query=J.A.%20Meg%C3%ADa%20e%20Hijos%2C%20C.%20Magdalena%2C%2033%2C%20Valdepe%C3%B1as%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7651567,-3.3816763,
videva-valdepenas,VIDEVA,Valdepeñas,Bodega,"Viejo Videva, Videva","Travesía del Horno, 16",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,926 322 351,,https://apoloybaco.com/vinos/bodegas-do-valdepenas/,,,https://www.google.com/maps/search/?api=1&query=VIDEVA%2C%20Traves%C3%ADa%20del%20Horno%2C%2016%2C%20Valdepe%C3%B1as%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7675027,-3.3868374,
la-valdepenera-valdepenas,La Valdepeñera,Valdepeñas,Bodega,Señorío de Valsan,"C. Rafael Llamazares, s/n",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,926 321 208,,https://apoloybaco.com/vinos/bodegas-do-valdepenas/,,,https://www.google.com/maps/search/?api=1&query=La%20Valdepe%C3%B1era%2C%20C.%20Rafael%20Llamazares%2C%20s/n%2C%20Valdepe%C3%B1as%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7594573,-3.3847392,
bodegas-y-vinedos-visan-santa-cruz-de-mudela,Bodegas y Viñedos Visan,Santa Cruz de Mudela,Bodega,"Castillo de Calatrava, Castillo de los Infantes","Paseo Castelar, 92",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,926 342 075,,https://apoloybaco.com/vinos/bodegas-do-valdepenas/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20y%20Vi%C3%B1edos%20Visan%2C%20Paseo%20Castelar%2C%2092%2C%20Santa%20Cruz%20de%20Mudela%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.6419862,-3.4666934,
hijos-de-ramon-hidalgo-valdepenas,Hijos de Ramón Hidalgo,Valdepeñas,Bodega,"Cortijo Los Clérigos, Viña del Calar","C. Bernardo Balbuena, 116",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,926 347 953,,https://apoloybaco.com/vinos/bodegas-do-valdepenas/,,,https://www.google.com/maps/search/?api=1&query=Hijos%20de%20Ram%C3%B3n%20Hidalgo%2C%20C.%20Bernardo%20Balbuena%2C%20116%2C%20Valdepe%C3%B1as%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7601761,-3.3877168,
bodegas-marquez-valdepenas,Bodegas Márquez,Valdepeñas,Bodega,"Linderos, Viñaperal, Márquez","Travesía de la Unión, 8",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,926 322 545,,https://apoloybaco.com/vinos/bodegas-do-valdepenas/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20M%C3%A1rquez%2C%20Traves%C3%ADa%20de%20la%20Uni%C3%B3n%2C%208%2C%20Valdepe%C3%B1as%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7656579,-3.3862667,
bodegas-galan-valdepenas,Bodegas Galán,Valdepeñas,Bodega,Viña Luparia,"Salida Los Llanos, 15",Bodega de la zona de Valdepeñas dedicada a la elaboración de vinos locales y marcas propias.,Consultar web,926 321 752,,https://apoloybaco.com/vinos/bodegas-do-valdepenas/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Gal%C3%A1n%2C%20Salida%20Los%20Llanos%2C%2015%2C%20Valdepe%C3%B1as%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7677973,-3.3966931,
cooperativa-san-lorenzo-alameda-de-cervera,Cooperativa San Lorenzo,Alameda de Cervera,Bodega,Gran Prior de Alameda,"C. Cervantes, 30","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 582 042,sanlorenzo@ucaman.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20San%20Lorenzo%2C%20C.%20Cervantes%2C%2030%2C%20Alameda%20de%20Cervera%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.2645638,-3.1264759,
bodegas-vinasoro-alcazar-de-san-juan,Bodegas Viñasoro,Alcázar de San Juan,Bodega,Viñasoro blanco y tinto,"Ctra. Manzanares-Alcázar, km 3","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,918 596 910,vinasoro@bodegas-vinasoro.co,https://www.bodegas-vinasoro.com,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Vi%C3%B1asoro%2C%20Ctra.%20Manzanares-Alc%C3%A1zar%2C%20km%203%2C%20Alc%C3%A1zar%20de%20San%20Juan%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3899806,-3.2101376,
dcoop-baco-alcazar-de-san-juan,DCOOP Baco,Alcázar de San Juan,Bodega,"Dominio de Baco, Entremontes, Don Andrés","Polígono Industrial Alces, C. F, parcela E3B","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 547 404,baco@dominiodebaco.com,https://grupobaco.com/,,,https://www.google.com/maps/search/?api=1&query=DCOOP%20Baco%2C%20Pol%C3%ADgono%20Industrial%20Alces%2C%20C.%20F%2C%20parcela%20E3B%2C%20Alc%C3%A1zar%20de%20San%20Juan%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3899806,-3.2101376,
bodega-la-tercia-alcazar-de-san-juan,Bodega La Tercia,Alcázar de San Juan,Bodega,Yemaserena,"C. Almagro, 17","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 541 512,bodegalatercia@terra.es,https://www.bodegalatercia.com,,https://www.instagram.com/bodegalatercia/,https://www.google.com/maps/search/?api=1&query=Bodega%20La%20Tercia%2C%20C.%20Almagro%2C%2017%2C%20Alc%C3%A1zar%20de%20San%20Juan%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3931402,-3.2009986,
cooperativa-la-union-alcazar-de-san-juan,Cooperativa La Unión,Alcázar de San Juan,Bodega,"Torre de Alkasar, Muzarque","C. La Paz, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 541 371,launion@ucaman.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20La%20Uni%C3%B3n%2C%20C.%20La%20Paz%2C%20s/n%2C%20Alc%C3%A1zar%20de%20San%20Juan%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3899806,-3.2101376,
cooperativa-nuestra-senora-de-las-nieves-almagro,Cooperativa Nuestra Señora de las Nieves,Almagro,Bodega,Gran Fúcares,"Ctra. Valenzuela, km 0,5","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 860 344,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Nuestra%20Se%C3%B1ora%20de%20las%20Nieves%2C%20Ctra.%20Valenzuela%2C%20km%200%2C5%2C%20Almagro%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.8882380,-3.7118218,
holsavi-de-inversiones-almedina,Holsavi de Inversiones,Almedina,Bodega,Campo Almaina,"Ctra. Santa Cruz de los Cáñamos, 2","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,915 647 841,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Holsavi%20de%20Inversiones%2C%20Ctra.%20Santa%20Cruz%20de%20los%20C%C3%A1%C3%B1amos%2C%202%2C%20Almedina%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.6240327,-2.9544190,
cooperativa-virgen-del-carmen-almodovar-del-campo,Cooperativa Virgen del Carmen,Almodóvar del Campo,Bodega,Vinos de cooperativa,"Ctra. Tirteafuera, 8","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 464 215,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Virgen%20del%20Carmen%2C%20Ctra.%20Tirteafuera%2C%208%2C%20Almod%C3%B3var%20del%20Campo%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.8008821,-4.3977845,
cooperativa-san-gregorio-arenales-de-san-gregorio,Cooperativa San Gregorio,Arenales de San Gregorio,Bodega,Vinos de Arenales,"Ctra. Río Záncara, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 584 049,sgregorio@ucaman.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20San%20Gregorio%2C%20Ctra.%20R%C3%ADo%20Z%C3%A1ncara%2C%20s/n%2C%20Arenales%20de%20San%20Gregorio%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3084490,-3.0250984,
cooperativa-san-bernabe-apostol-arenas-de-san-juan,Cooperativa San Bernabé Apóstol,Arenas de San Juan,Bodega,Vinos de cooperativa,"Ctra. Villarta, 22","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 893 033,coopsanbernabe@teleline.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20San%20Bernab%C3%A9%20Ap%C3%B3stol%2C%20Ctra.%20Villarta%2C%2022%2C%20Arenas%20de%20San%20Juan%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.2257298,-3.4625557,
cooperativa-el-torreon-arenas-de-san-juan,Cooperativa El Torreón,Arenas de San Juan,Bodega,Vinos de cooperativa,"C. San Bernabé, 14","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 893 117,gloriacuerva@vianwe.com,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20El%20Torre%C3%B3n%2C%20C.%20San%20Bernab%C3%A9%2C%2014%2C%20Arenas%20de%20San%20Juan%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.2153635,-3.5043433,
cooperativa-nuestra-senora-de-penarroya-argamasilla-de-alba,Cooperativa Nuestra Señora de Peñarroya,Argamasilla de Alba,Bodega,Casa del Bachiller Sansón Carrasco,"Ctra. Villarta de San Juan, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 523 456,penarroya@ucaman.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Nuestra%20Se%C3%B1ora%20de%20Pe%C3%B1arroya%2C%20Ctra.%20Villarta%20de%20San%20Juan%2C%20s/n%2C%20Argamasilla%20de%20Alba%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1286071,-3.0903226,
s-a-t-soto-de-la-toledana-argamasilla-de-alba,S.A.T. Soto de la Toledana,Argamasilla de Alba,Bodega,Wilmot,"Ctra. Ruidera, km 10,2","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 699 069,alejandromontalvo@ya.com,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=S.A.T.%20Soto%20de%20la%20Toledana%2C%20Ctra.%20Ruidera%2C%20km%2010%2C2%2C%20Argamasilla%20de%20Alba%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1286071,-3.0903226,
amancio-menchero-marquez-bolanos-de-calatrava,Amancio Menchero Márquez,Bolaños de Calatrava,Bodega,Finca Moriana,"C. Legión Extranjera, 27","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 870 076,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Amancio%20Menchero%20M%C3%A1rquez%2C%20C.%20Legi%C3%B3n%20Extranjera%2C%2027%2C%20Bola%C3%B1os%20de%20Calatrava%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.9062533,-3.6629811,
oleovinicola-campo-de-calatrava-bolanos-de-calatrava,Oleovinícola Campo de Calatrava,Bolaños de Calatrava,Bodega,Vinos y aceite de cooperativa,"Ctra. de Torralba, 1","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 870 098,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Oleovin%C3%ADcola%20Campo%20de%20Calatrava%2C%20Ctra.%20de%20Torralba%2C%201%2C%20Bola%C3%B1os%20de%20Calatrava%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.9062533,-3.6629811,
castillo-de-salvatierra-calzada-de-calatrava,Castillo de Salvatierra,Calzada de Calatrava,Bodega,El Salvador del Mundo,"C. Amparo, 24","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 875 071,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Castillo%20de%20Salvatierra%2C%20C.%20Amparo%2C%2024%2C%20Calzada%20de%20Calatrava%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.7051628,-3.7737012,
bodega-el-vinculo-campo-de-criptana,Bodega El Vínculo,Campo de Criptana,Bodega,El Vínculo,"Av. Juan Carlos I, s/n","Bodega de Campo de Criptana de Familia Fernández Rivera, centrada en vinos manchegos de tempranillo y airén como El Vínculo y Alejairén.",Consultar web,926 563 709,pedidos@familiafernandezrivera.com,https://familiafernandezrivera.com/bodegas/el-vinculo/,,https://www.instagram.com/familiafernandezrivera/,https://www.google.com/maps/search/?api=1&query=Bodega%20El%20V%C3%ADnculo%2C%20Av.%20Juan%20Carlos%20I%2C%20s/n%2C%20Campo%20de%20Criptana%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3968024,-3.1183940,
bodegas-simbolo-campo-de-criptana,Bodegas Símbolo - Cooperativa Nuestra Señora de Criptana,Campo de Criptana,Bodega,"Símbolo, Siete Molinos, Viña Cantillos, El Burlador","C. Concepción, 135","Cooperativa vitivinícola fundada en 1954 en Campo de Criptana, elaboradora de vinos de La Mancha con marcas propias.",Consultar web,926 589 036,comunicacion@bodegassimbolo.com,https://bodegassimbolo.com/,https://www.facebook.com/bodegas.simbolo/,https://www.instagram.com/bsimbolo/,https://www.google.com/maps/search/?api=1&query=Bodegas%20S%C3%ADmbolo%20-%20Cooperativa%20Nuestra%20Se%C3%B1ora%20de%20Criptana%2C%20C.%20Concepci%C3%B3n%2C%20135%2C%20Campo%20de%20Criptana%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.4021560,-3.1178725,
cooperativa-vinicola-del-carmen-campo-de-criptana,Cooperativa Vinícola del Carmen,Campo de Criptana,Bodega,Cardenio,"Camino del Puente, 2","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 561 257,vinicarmen@ucaman.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Vin%C3%ADcola%20del%20Carmen%2C%20Camino%20del%20Puente%2C%202%2C%20Campo%20de%20Criptana%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1806389,-3.0736824,
bodegas-del-saz-campo-de-criptana,Bodegas del Saz,Campo de Criptana,Bodega,"Vidal del Saz, vinos de Campo de Criptana","C. Maestro Manzanares, 57",Bodega familiar de Campo de Criptana dedicada a la elaboración y venta de vinos manchegos.,Consultar web,926 562 424,bodegasdelsaz@bodegasdelsaz.com,https://www.bodegasdelsaz.com,,https://www.instagram.com/bodegasdelsaz/,https://www.google.com/maps/search/?api=1&query=Bodegas%20del%20Saz%2C%20C.%20Maestro%20Manzanares%2C%2057%2C%20Campo%20de%20Criptana%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3984244,-3.1240005,
movialsa-campo-de-criptana,MOVIALSA,Campo de Criptana,Bodega,"Mostos, vinos y derivados","C. Antonio Espín, 40","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 562 200,administracion@movialsa.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=MOVIALSA%2C%20C.%20Antonio%20Esp%C3%ADn%2C%2040%2C%20Campo%20de%20Criptana%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.3986783,-3.1217776,
hermanos-alberca-martinez-campo-de-criptana,Hermanos Alberca Martínez,Campo de Criptana,Bodega,Vinos de Campo de Criptana,"C. Paloma, 60","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 562 330,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-creal-i/,,,https://www.google.com/maps/search/?api=1&query=Hermanos%20Alberca%20Mart%C3%ADnez%2C%20C.%20Paloma%2C%2060%2C%20Campo%20de%20Criptana%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.4052539,-3.1254826,
bodegas-naranjo-carrion-de-calatrava,Bodegas Naranjo,Carrión de Calatrava,Bodega,Viña Cuerva,"C. Felipe II, 5","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 814 155,info@bodegasnaranjo.com,https://www.bodegasnaranjo.com,,https://www.instagram.com/bodegasnaranjo/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Naranjo%2C%20C.%20Felipe%20II%2C%205%2C%20Carri%C3%B3n%20de%20Calatrava%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.0209646,-3.8180154,
cooperativa-nuestra-senora-de-la-encarnacion-carrion-de-calatrava,Cooperativa Nuestra Señora de la Encarnación,Carrión de Calatrava,Bodega,Vinos de cooperativa,"C. San Juan, 11","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 814 011,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-ii/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Nuestra%20Se%C3%B1ora%20de%20la%20Encarnaci%C3%B3n%2C%20C.%20San%20Juan%2C%2011%2C%20Carri%C3%B3n%20de%20Calatrava%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.0169208,-3.8159387,
trinidad-fuentes-garcia-castellar-de-santiago,Trinidad Fuentes García,Castellar de Santiago,Bodega,Mata de Mencáliz,"C. La Torre, 53","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 340 360,bodegasfuentes@vodafone.e,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-ii/,,,https://www.google.com/maps/search/?api=1&query=Trinidad%20Fuentes%20Garc%C3%ADa%2C%20C.%20La%20Torre%2C%2053%2C%20Castellar%20de%20Santiago%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.5391616,-3.2755109,
cooperativa-cristo-de-la-misericordia-castellar-de-santiago,Cooperativa Cristo de la Misericordia,Castellar de Santiago,Bodega,Vinos de cooperativa,"C. Cuesta Jeromo, 18","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 340 068,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-ii/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Cristo%20de%20la%20Misericordia%2C%20C.%20Cuesta%20Jeromo%2C%2018%2C%20Castellar%20de%20Santiago%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.5390864,-3.2823491,
bodegas-cinco-casas-cinco-casas,Bodegas Cinco Casas,Cinco Casas,Bodega,"Viña Santa Elena, Emparrado","Ctra. Argamasilla, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 529 010,,https://www.bodegascincocasas.com,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Cinco%20Casas%2C%20Ctra.%20Argamasilla%2C%20s/n%2C%20Cinco%20Casas%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.1688835,-3.2330546,
caserio-vigon-ciudad-real,Caserío Vigón,Ciudad Real,Bodega,Castillo Vigón,"Ctra. Atalaya, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 221 020,,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-ii/,,,https://www.google.com/maps/search/?api=1&query=Caser%C3%ADo%20Vig%C3%B3n%2C%20Ctra.%20Atalaya%2C%20s/n%2C%20Ciudad%20Real%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.0030797,-3.9247588,
cooperativa-corza-de-la-sierra-cozar,Cooperativa Corza de la Sierra,Cózar,Bodega,Vinos de Cózar,"C. Maestro Lara, 65","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 365 125,corza@ucaman.es,https://apoloybaco.com/vinos/bodegas-do-la-mancha-c-real-ii/,,,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Corza%20de%20la%20Sierra%2C%20C.%20Maestro%20Lara%2C%2065%2C%20C%C3%B3zar%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,38.6611075,-3.0714495,
j-garcia-carrion-la-mancha-daimiel,J. García Carrión La Mancha,Daimiel,Bodega,Don Luciano,"C. Guarnicionero, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 260 104,flozano@jgarciacarrion.es,https://www.donsimon.com,,,https://www.google.com/maps/search/?api=1&query=J.%20Garc%C3%ADa%20Carri%C3%B3n%20La%20Mancha%2C%20C.%20Guarnicionero%2C%20s/n%2C%20Daimiel%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.0721960,-3.6143611,
alvinesa-daimiel,Alvinesa,Daimiel,Destilados y derivados,"Alcoholes vínicos, extractos, derivados de uva","C. Extramuros, s/n","Productor de la provincia de Ciudad Real vinculado a vinos, mostos o derivados de la uva de la zona.",Consultar web,926 260 670,ALVINESA@ALVINESA.COM,https://www.alvinesa.com,,,https://www.google.com/maps/search/?api=1&query=Alvinesa%2C%20C.%20Extramuros%2C%20s/n%2C%20Daimiel%2C%20Ciudad%20Real%2C%20Espa%C3%B1a,39.0721960,-3.6143611,
