slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion
pescados-marcelino-cocedero-cangas,Pescados Marcelino - Cocedero,Cangas,Pescado y marisco,"Pescado fresco, marisco cocido, elaborados del mar","Lugar Espiñeira 237, 36945 A Espiñeira, Cangas, Pontevedra","Pescados Marcelino - Cocedero es un productor local de Cangas especializado en pescado fresco, marisco cocido, elaborados del mar, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 39 10 03,,http://www.pescadosmarcelino.com/,,,https://www.google.com/maps/search/?api=1&query=Pescados%20Marcelino%20-%20Cocedero%2C%20Lugar%20Espi%C3%B1eira%20237%2C%2036945%20A%20Espi%C3%B1eira%2C%20Cangas%2C%20Pontevedra&query_place_id=ChIJ70rGcbFgLw0RTfptUr5flQ8,42.2840657,-8.8218792,,pendiente
o-submarino-alta-conserva-a-lama,O Submarino Alta Conserva,A Lama,Pescado y conservas,"Conservas artesanas, pescado, marisco","Cocheras 4, Cortegoso, 36830 A Lama, Pontevedra","O Submarino Alta Conserva es un productor local de A Lama especializado en conservas artesanas, pescado, marisco, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,627 93 63 68,,https://www.osubmarino.com/,,https://www.instagram.com/osubmarinoaltaconserva/,https://www.google.com/maps/search/?api=1&query=O%20Submarino%20Alta%20Conserva%2C%20Cocheras%204%2C%20Cortegoso%2C%2036830%20A%20Lama%2C%20Pontevedra&query_place_id=ChIJO_kuur5qLw0R2sN6OtOhH3o,42.3983002,-8.4411761,,pendiente
vengarco-a-illa-de-arousa,Vengarco,A Illa de Arousa,Pescado y acuicultura,"Mejillón, marisco, productos de la ría","A Illa de Arousa, 36626 A Illa de Arousa, Pontevedra","Vengarco es un productor local de A Illa de Arousa especializado en mejillón, marisco, productos de la ría, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 55 16 16,,http://www.vengarco.com/,,,https://www.google.com/maps/search/?api=1&query=Vengarco%2C%20A%20Illa%20de%20Arousa%2C%2036626%20A%20Illa%20de%20Arousa%2C%20Pontevedra&query_place_id=ChIJA1NEFqE_Lw0RjZz_4X4vAzI,42.5426419,-8.8764888,,pendiente
conservas-rias-baixas-1907-moana,Conservas Rías Baixas 1907,Moaña,Pescado y conservas,"Conservas de pescado, mejillones, marisco","Rúa de Rosalía de Castro 4, 36959 Moaña, Pontevedra","Conservas Rías Baixas 1907 es un productor local de Moaña especializado en conservas de pescado, mejillones, marisco, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 30 01 52,,http://www.conservasriasbaixas.com/,,,https://www.google.com/maps/search/?api=1&query=Conservas%20R%C3%ADas%20Baixas%201907%2C%20R%C3%BAa%20de%20Rosal%C3%ADa%20de%20Castro%204%2C%2036959%20Moa%C3%B1a%2C%20Pontevedra&query_place_id=ChIJ_ZYgc_1jLw0R9ez3oTui_7c,42.2886669,-8.7311955,,pendiente
conservas-daporta-cambados,Conservas Daporta,Cambados,Pescado y conservas,"Conservas artesanas, marisco, pescados de la ría","Avenida Castrelo 88, 36630 Cambados, Pontevedra","Conservas Daporta es un productor local de Cambados especializado en conservas artesanas, marisco, pescados de la ría, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 52 01 11,,http://www.conservasdaporta.com/,,,https://www.google.com/maps/search/?api=1&query=Conservas%20Daporta%2C%20Avenida%20Castrelo%2088%2C%2036630%20Cambados%2C%20Pontevedra&query_place_id=ChIJJ0Fqa-lqLw0RMUiC0AogEbs,42.5023579,-8.8071009,,pendiente
conservera-gallega-rosa-lafuente-vilanova-de-arousa,Conservera Gallega / Rosa Lafuente,Vilanova de Arousa,Pescado y conservas,"Conservas de pescado, túnidos, mariscos","Rúa Castro s/n, 36620 Vilanova de Arousa, Pontevedra","Conservera Gallega / Rosa Lafuente es un productor local de Vilanova de Arousa especializado en conservas de pescado, túnidos, mariscos, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 55 57 38,,http://www.pacolafuente.com/,https://www.facebook.com/pacolafuentecon/,https://www.instagram.com/paco_lafuente/,https://www.google.com/maps/search/?api=1&query=Conservera%20Gallega%20%2F%20Rosa%20Lafuente%2C%20R%C3%BAa%20Castro%20s%2Fn%2C%2036620%20Vilanova%20de%20Arousa%2C%20Pontevedra&query_place_id=ChIJlfUCc3gVLw0RucsZRi2agMM,42.5599673,-8.8274737,,pendiente
nueva-pescanova-redondela,Nueva Pescanova,Redondela,Pescado y marisco,"Pescado, marisco, elaborados congelados","Rúa José Fernández López, 36320 Redondela, Pontevedra","Nueva Pescanova es un productor local de Redondela especializado en pescado, marisco, elaborados congelados, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 81 81 00,,http://www.pescanova.es/,,https://www.instagram.com/pescanova_es/,https://www.google.com/maps/search/?api=1&query=Nueva%20Pescanova%2C%20R%C3%BAa%20Jos%C3%A9%20Fern%C3%A1ndez%20L%C3%B3pez%2C%2036320%20Redondela%2C%20Pontevedra&query_place_id=ChIJNSNRkC9jLw0RvqfcdfD0vbg,42.272596,-8.6695954,,pendiente
angulas-aguinaga-cambados-cambados,Angulas Aguinaga Cambados,Cambados,Pescado y conservas,"Elaborados del mar, surimi, angulas sucedáneas","Porto de Tragove s/n, 36630 Cambados, Pontevedra","Angulas Aguinaga Cambados es un productor local de Cambados especializado en elaborados del mar, surimi, angulas sucedáneas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,902 49 50 00,,https://www.angulas-aguinaga.es/,,,https://www.google.com/maps/search/?api=1&query=Angulas%20Aguinaga%20Cambados%2C%20Porto%20de%20Tragove%20s%2Fn%2C%2036630%20Cambados%2C%20Pontevedra&query_place_id=ChIJ9W7s3U4VLw0RVyM_tU-g0zU,42.5197522,-8.8276242,,pendiente
mariscos-natalia-a-illa-de-arousa,Mariscos Natalia,A Illa de Arousa,Pescado y marisco,"Marisco de la ría, nécora, centolla","Rúa A Gradín 14, 36626 A Illa de Arousa, Pontevedra","Mariscos Natalia es un productor local de A Illa de Arousa especializado en marisco de la ría, nécora, centolla, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 52 73 85,,,,,https://www.google.com/maps/search/?api=1&query=Mariscos%20Natalia%2C%20R%C3%BAa%20A%20Grad%C3%ADn%2014%2C%2036626%20A%20Illa%20de%20Arousa%2C%20Pontevedra&query_place_id=ChIJQ1lDuq8_Lw0RDg8QRF1Z0xc,42.5542518,-8.8693678,,pendiente
mariscos-daporta-cambados,Mariscos Daporta,Cambados,Pescado y marisco,"Marisco gallego, centolla, nécora, bivalvos","Puerto de Tragove s/n, 36630 Cambados, Pontevedra","Mariscos Daporta es un productor local de Cambados especializado en marisco gallego, centolla, nécora, bivalvos, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 52 00 10,,https://www.mariscosdaporta.com/,,,https://www.google.com/maps/search/?api=1&query=Mariscos%20Daporta%2C%20Puerto%20de%20Tragove%20s%2Fn%2C%2036630%20Cambados%2C%20Pontevedra&query_place_id=ChIJieyToV5qLw0RBEwRA20zvG4,42.5203446,-8.8283184,,pendiente
amegrove-o-grove,Amegrove,O Grove,Pescado y acuicultura,"Mejillón de Galicia, marisco, depuradora","Rúa Porto Meloxo 138, 36989 O Grove, Pontevedra","Amegrove es un productor local de O Grove especializado en mejillón de galicia, marisco, depuradora, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 73 19 99,,http://www.amegrove.es/,,,https://www.google.com/maps/search/?api=1&query=Amegrove%2C%20R%C3%BAa%20Porto%20Meloxo%20138%2C%2036989%20O%20Grove%2C%20Pontevedra&query_place_id=ChIJ9YbwoltALw0RGGmeOAEavnA,42.4910607,-8.8890916,,pendiente
opmega-organizacion-de-productores-del-mexillon-de-galicia-vilagarcia-de-arousa,Opmega Organización de Productores del Mexillón de Galicia,Vilagarcía de Arousa,Pescado y acuicultura,"Mejillón de Galicia, acuicultura, producto de batea","Avenida da Mariña 25, 36600 Vilagarcía de Arousa, Pontevedra","Opmega Organización de Productores del Mexillón de Galicia es un productor local de Vilagarcía de Arousa especializado en mejillón de galicia, acuicultura, producto de batea, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 50 13 38,,,,,https://www.google.com/maps/search/?api=1&query=Opmega%20Organizaci%C3%B3n%20de%20Productores%20del%20Mexill%C3%B3n%20de%20Galicia%2C%20Avenida%20da%20Mari%C3%B1a%2025%2C%2036600%20Vilagarc%C3%ADa%20de%20Arousa%2C%20Pontevedra&query_place_id=ChIJtbxlUxgULw0RFg7qvhCgD1M,42.5979555,-8.7665739,,pendiente
conservas-a-rosaleira-o-rosal,Conservas A Rosaleira,O Rosal,Fruta y verdura,"Grelos en conserva, conservas vegetales, setas","A Cumieira Abaixo 10, 36770 O Rosal, Pontevedra","Conservas A Rosaleira es un productor local de O Rosal especializado en grelos en conserva, conservas vegetales, setas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 62 50 15,,https://arosaleira.com/,,https://www.instagram.com/conservasarosaleira/,https://www.google.com/maps/search/?api=1&query=Conservas%20A%20Rosaleira%2C%20A%20Cumieira%20Abaixo%2010%2C%2036770%20O%20Rosal%2C%20Pontevedra&query_place_id=ChIJly3saNLqJQ0RR48tJNc_-jY,41.9307129,-8.8368475,,pendiente
condado-paradanta-sociedade-cooperativa-as-neves,Condado Paradanta Sociedade Cooperativa,As Neves,Lácteos y quesos,"Requeixo, miel, productos cooperativos","Rúa Álvaro Pino s/n, 36440 As Neves, Pontevedra","Condado Paradanta Sociedade Cooperativa es un productor local de As Neves especializado en requeixo, miel, productos cooperativos, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,629 81 36 75,,https://condadoparadanta.com/,https://www.facebook.com/CParadantaCoop/,https://www.instagram.com/cparadantacoop/,https://www.google.com/maps/search/?api=1&query=Condado%20Paradanta%20Sociedade%20Cooperativa%2C%20R%C3%BAa%20%C3%81lvaro%20Pino%20s%2Fn%2C%2036440%20As%20Neves%2C%20Pontevedra&query_place_id=ChIJwQIZBUt5JQ0REJYxuNvhICI,42.0903349,-8.4186719,,pendiente
dona-cobina-agolada,Dona Cobiña,Agolada,Lácteos y quesos,"Queso artesano, leche de vaca, queso gallego","Lugar Fonte Cantaras 52, 36520 Agolada, Pontevedra","Dona Cobiña es un productor local de Agolada especializado en queso artesano, leche de vaca, queso gallego, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,,,http://www.donacobina.es/,,,https://www.google.com/maps/search/?api=1&query=Dona%20Cobi%C3%B1a%2C%20Lugar%20Fonte%20Cantaras%2052%2C%2036520%20Agolada%2C%20Pontevedra&query_place_id=ChIJFdtvxxjPLw0RnuFG-AB4gHA,42.7716332,-8.0232875,,pendiente
cortes-de-muar-silleda,Cortes de Muar,Silleda,Lácteos y quesos,"Quesos artesanos, queso de vaca, piezas afinadas","Riobó 6, 36546 Negreiros, Silleda, Pontevedra","Cortes de Muar es un productor local de Silleda especializado en quesos artesanos, queso de vaca, piezas afinadas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,609 80 90 06,,http://www.cortesdemuar.com/,,https://www.instagram.com/cortesdemuar/,https://www.google.com/maps/search/?api=1&query=Cortes%20de%20Muar%2C%20Riob%C3%B3%206%2C%2036546%20Negreiros%2C%20Silleda%2C%20Pontevedra&query_place_id=ChIJz3ynTn-wLw0RlIvdPpcRUIE,42.720894,-8.2704414,,pendiente
lacteos-anzuxao-lalin,Lácteos Anzuxao,Lalín,Lácteos y quesos,"Queso, leche, yogur, productos lácteos","Lugar Madriñán 2, 36512 Madriñán, Lalín, Pontevedra","Lácteos Anzuxao es un productor local de Lalín especializado en queso, leche, yogur, productos lácteos, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 79 41 35,,https://lacteosanzuxao.com/,,,https://www.google.com/maps/search/?api=1&query=L%C3%A1cteos%20Anzuxao%2C%20Lugar%20Madri%C3%B1%C3%A1n%202%2C%2036512%20Madri%C3%B1%C3%A1n%2C%20Lal%C3%ADn%2C%20Pontevedra&query_place_id=ChIJ0R6FXsq5Lw0RFkQ0wz0ibNo,42.7105772,-8.1883196,,pendiente
cooperativa-hoxe-lalin,Cooperativa Hoxe,Lalín,Lácteos y quesos,"Leche, productos lácteos, cooperativa ganadera","Borralla 34, 36512 Lalín, Pontevedra","Cooperativa Hoxe es un productor local de Lalín especializado en leche, productos lácteos, cooperativa ganadera, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 58 01 00,,https://hoxe.gal/,https://www.facebook.com/hoxe.gal/,https://www.instagram.com/hoxequeixo/,https://www.google.com/maps/search/?api=1&query=Cooperativa%20Hoxe%2C%20Borralla%2034%2C%2036512%20Lal%C3%ADn%2C%20Pontevedra&query_place_id=ChIJxxFqaH-5Lw0Rs3b-ItaYjYg,42.68209,-8.2039,,pendiente
mel-do-saldoiro-lalin,Mel do Saldoiro,Lalín,Miel,"Miel gallega, miel monofloral, productos apícolas","Albarellos, 36516 Lalín, Pontevedra","Mel do Saldoiro es un productor local de Lalín especializado en miel gallega, miel monofloral, productos apícolas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,657 26 09 40,,http://meldosaldoiro.com/,,,https://www.google.com/maps/search/?api=1&query=Mel%20do%20Saldoiro%2C%20Albarellos%2C%2036516%20Lal%C3%ADn%2C%20Pontevedra&query_place_id=ChIJLyvOGQbDLw0RXg4tZuWcez8,42.6469046,-8.0489702,,pendiente
m-e-l-porrino-o-porrino,M.E.L. Porriño,O Porriño,Miel,"Miel, productos apícolas, elaborados con miel","Polígono das Gándaras 8, 36475 Os Eidos, O Porriño, Pontevedra","M.E.L. Porriño es un productor local de O Porriño especializado en miel, productos apícolas, elaborados con miel, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 95 64 45,,http://www.melporr.com/,,,https://www.google.com/maps/search/?api=1&query=M.E.L.%20Porri%C3%B1o%2C%20Pol%C3%ADgono%20das%20G%C3%A1ndaras%208%2C%2036475%20Os%20Eidos%2C%20O%20Porri%C3%B1o%2C%20Pontevedra&query_place_id=ChIJX6LxFwiFJQ0RTApPKbIU3Yg,42.1073658,-8.6283473,,pendiente
apicultura-nino-do-corvo-o-rosal,Apicultura Niño do Corvo,O Rosal,Miel,"Miel, polen, productos apícolas","Rúa Ramón Franco 21 bajo, 36770 O Rosal, Pontevedra","Apicultura Niño do Corvo es un productor local de O Rosal especializado en miel, polen, productos apícolas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,671 64 45 41,,https://apiculturagalicia.es/,https://www.facebook.com/melninodocorvo/,https://www.instagram.com/melninodocorvo/,https://www.google.com/maps/search/?api=1&query=Apicultura%20Ni%C3%B1o%20do%20Corvo%2C%20R%C3%BAa%20Ram%C3%B3n%20Franco%2021%20bajo%2C%2036770%20O%20Rosal%2C%20Pontevedra&query_place_id=ChIJDe2eN0KVJQ0RecdlNcdGvdE,41.9349599,-8.8349499,,pendiente
mieles-apicelta-vigo,Mieles Apicelta,Vigo,Miel,"Miel, polen, jalea real, apicultura","Estrada Camposancos 495 Entreplanta, 36392 Vigo, Pontevedra","Mieles Apicelta es un productor local de Vigo especializado en miel, polen, jalea real, apicultura, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 09 56 79,,https://www.apicelta.es/,,https://www.instagram.com/apicelta/,https://www.google.com/maps/search/?api=1&query=Mieles%20Apicelta%2C%20Estrada%20Camposancos%20495%20Entreplanta%2C%2036392%20Vigo%2C%20Pontevedra&query_place_id=ChIJpbzCMjeKJQ0ReW0ks9fJwik,42.1675612,-8.8010091,,pendiente
panaderia-acuna-pontevedra,Panadería Acuña,Pontevedra,Pan y pastelería,"Pan artesano, empanadas, bollería","Avenida de Vigo 14, 36003 Pontevedra","Panadería Acuña es un productor local de Pontevedra especializado en pan artesano, empanadas, bollería, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 85 16 52,,http://www.acunapanaderia.es/,,https://www.instagram.com/acunapanaderia/,https://www.google.com/maps/search/?api=1&query=Panader%C3%ADa%20Acu%C3%B1a%2C%20Avenida%20de%20Vigo%2014%2C%2036003%20Pontevedra&query_place_id=ChIJA7fodclxLw0Rk49_JYsrQoE,42.4265098,-8.6410743,,pendiente
a-devesa-pontevedra,A Devesa,Pontevedra,Pan y pastelería,"Panadería, empanadas, pastelería","Rúa da Virxe do Camiño 59 Bajo, 36001 Pontevedra","A Devesa es un productor local de Pontevedra especializado en panadería, empanadas, pastelería, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 86 37 33,,http://www.adevesa.es/,,https://www.instagram.com/adevesa/,https://www.google.com/maps/search/?api=1&query=A%20Devesa%2C%20R%C3%BAa%20da%20Virxe%20do%20Cami%C3%B1o%2059%20Bajo%2C%2036001%20Pontevedra&query_place_id=ChIJX8Va8chxLw0RrlR13dTSnnM,42.4273041,-8.639338,,pendiente
a-maquia-o-porrino-o-porrino,A Maquía O Porriño,O Porriño,Pan y pastelería,"Pan artesano, empanadas, bollería gallega","Rúa Antonio Palacios 20, 36400 O Porriño, Pontevedra","A Maquía O Porriño es un productor local de O Porriño especializado en pan artesano, empanadas, bollería gallega, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 33 87 04,,http://www.amaquiapanaderia.com/,https://www.facebook.com/AMAQU%C3%8DA-panader%C3%ADa-152047971606372/,https://www.instagram.com/amaquiapanaderia/,https://www.google.com/maps/search/?api=1&query=A%20Maqu%C3%ADa%20O%20Porri%C3%B1o%2C%20R%C3%BAa%20Antonio%20Palacios%2020%2C%2036400%20O%20Porri%C3%B1o%2C%20Pontevedra&query_place_id=ChIJwRWhvGOGJQ0RIGAxSgohnUM,42.1613685,-8.6198218,,pendiente
panaderia-pasteleria-iglesias-cangas,Panadería Pastelería Iglesias,Cangas,Pan y pastelería,"Pan, empanadas, pastelería artesanal","Monte de San Cibrán 22, 36945 San Cibrán, Cangas, Pontevedra","Panadería Pastelería Iglesias es un productor local de Cangas especializado en pan, empanadas, pastelería artesanal, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 32 92 55,,http://www.riglesias.es/,,,https://www.google.com/maps/search/?api=1&query=Panader%C3%ADa%20Pasteler%C3%ADa%20Iglesias%2C%20Monte%20de%20San%20Cibr%C3%A1n%2022%2C%2036945%20San%20Cibr%C3%A1n%2C%20Cangas%2C%20Pontevedra&query_place_id=ChIJuwgt88dgLw0RuSVB6deAIR0,42.2778105,-8.8155397,,pendiente
confiteria-landin-pontevedra,Confitería Landín,Pontevedra,Pan y pastelería,"Pastelería, tartas, dulces artesanos","Rúa Frei Xoán de Navarrete 11, 36001 Pontevedra","Confitería Landín es un productor local de Pontevedra especializado en pastelería, tartas, dulces artesanos, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 10 35 99,,https://confiterialandin.es/,,,https://www.google.com/maps/search/?api=1&query=Confiter%C3%ADa%20Land%C3%ADn%2C%20R%C3%BAa%20Frei%20Xo%C3%A1n%20de%20Navarrete%2011%2C%2036001%20Pontevedra&query_place_id=ChIJQwsr68hxLw0RJg-eA_JgG2g,42.4292667,-8.6420047,,pendiente
panaderia-argibay-o-porrino-o-porrino,Panadería Argibay O Porriño,O Porriño,Pan y pastelería,"Pan artesano, empanadas, bollería","Lugar A Relva, 36410 O Porriño, Pontevedra","Panadería Argibay O Porriño es un productor local de O Porriño especializado en pan artesano, empanadas, bollería, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 33 05 90,,https://panaderiargibay.com/,,https://www.instagram.com/panaderiargibay/,https://www.google.com/maps/search/?api=1&query=Panader%C3%ADa%20Argibay%20O%20Porri%C3%B1o%2C%20Lugar%20A%20Relva%2C%2036410%20O%20Porri%C3%B1o%2C%20Pontevedra&query_place_id=ChIJcbJSvfmHJQ0RI6vEicCU3nQ,42.1613606,-8.635509,,pendiente
chaves-o-grove-o-grove,Chaves O Grove,O Grove,Pan y pastelería,"Pan, empanadas, dulces tradicionales","Rúa da Rapeta 14, 36980 O Grove, Pontevedra","Chaves O Grove es un productor local de O Grove especializado en pan, empanadas, dulces tradicionales, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 73 09 71,,,,,https://www.google.com/maps/search/?api=1&query=Chaves%20O%20Grove%2C%20R%C3%BAa%20da%20Rapeta%2014%2C%2036980%20O%20Grove%2C%20Pontevedra&query_place_id=ChIJqY98J0RALw0RCgluvm7n9QQ,42.4947199,-8.8638639,,pendiente
confiteria-capri-pontevedra-pontevedra,Confitería Capri Pontevedra,Pontevedra,Pan y pastelería,"Confitería, pasteles, tartas","Rúa García Camba 9, 36001 Pontevedra","Confitería Capri Pontevedra es un productor local de Pontevedra especializado en confitería, pasteles, tartas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 89 65 62,,http://capripontevedra.es/,,,https://www.google.com/maps/search/?api=1&query=Confiter%C3%ADa%20Capri%20Pontevedra%2C%20R%C3%BAa%20Garc%C3%ADa%20Camba%209%2C%2036001%20Pontevedra&query_place_id=ChIJ_WQgd89xLw0RtGoT4w2WQP4,42.4298413,-8.6441233,,pendiente
confiteria-acuna-pontevedra,Confitería Acuña,Pontevedra,Pan y pastelería,"Panadería, confitería, bollería","Rúa Joaquín Costa 37, 36001 Pontevedra","Confitería Acuña es un productor local de Pontevedra especializado en panadería, confitería, bollería, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,886 20 81 90,,,,,https://www.google.com/maps/search/?api=1&query=Confiter%C3%ADa%20Acu%C3%B1a%2C%20R%C3%BAa%20Joaqu%C3%ADn%20Costa%2037%2C%2036001%20Pontevedra&query_place_id=ChIJdZR8zclxLw0Ry9_ixhosauU,42.4281774,-8.6386413,,pendiente
confiteria-solla-pontevedra,Confitería Solla,Pontevedra,Pan y pastelería,"Pastelería, bombones, tartas","Rúa Michelena 7, 36002 Pontevedra","Confitería Solla es un productor local de Pontevedra especializado en pastelería, bombones, tartas, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 85 93 24,,https://confiteriasolla.com/,,,https://www.google.com/maps/search/?api=1&query=Confiter%C3%ADa%20Solla%2C%20R%C3%BAa%20Michelena%207%2C%2036002%20Pontevedra&query_place_id=ChIJ2-WS4b5xLw0R7f1mNxAuNQI,42.4310538,-8.6451933,,pendiente
panaderia-san-amaro-vigo,Panadería San Amaro,Vigo,Pan y pastelería,"Pan, empanadas, bollería","Praza de San Mauro 20, 36213 Vigo, Pontevedra","Panadería San Amaro es un productor local de Vigo especializado en pan, empanadas, bollería, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 24 45 33,,,,,https://www.google.com/maps/search/?api=1&query=Panader%C3%ADa%20San%20Amaro%2C%20Praza%20de%20San%20Mauro%2020%2C%2036213%20Vigo%2C%20Pontevedra&query_place_id=ChIJYYjN__KJJQ0RiA_5qCbzUOY,42.2006157,-8.7396324,,pendiente
pastelerias-yoli-vilagarcia-de-arousa,Pastelerías Yoli,Vilagarcía de Arousa,Pan y pastelería,"Pastelería, panadería, dulces artesanos","Rúa Brandariz 4, 36600 Vilagarcía de Arousa, Pontevedra","Pastelerías Yoli es un productor local de Vilagarcía de Arousa especializado en pastelería, panadería, dulces artesanos, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 50 66 45,,http://pasteleriasyoli.com/,,,https://www.google.com/maps/search/?api=1&query=Pasteler%C3%ADas%20Yoli%2C%20R%C3%BAa%20Brandariz%204%2C%2036600%20Vilagarc%C3%ADa%20de%20Arousa%2C%20Pontevedra&query_place_id=ChIJ11WXCRcULw0RZTCqsSFOXZs,42.5946564,-8.7671165,,pendiente
panaderia-la-pintora-nigran,Panadería La Pintora,Nigrán,Pan y pastelería,"Pan artesano, empanadas, repostería","Rúa Manuel Lemos 56, 36379 Nigrán, Pontevedra","Panadería La Pintora es un productor local de Nigrán especializado en pan artesano, empanadas, repostería, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 35 08 01,,http://www.lapintora.es/,https://www.facebook.com/lapintorapanaderiapa/,https://www.instagram.com/lapintora_panaderia_pa/,https://www.google.com/maps/search/?api=1&query=Panader%C3%ADa%20La%20Pintora%2C%20R%C3%BAa%20Manuel%20Lemos%2056%2C%2036379%20Nigr%C3%A1n%2C%20Pontevedra&query_place_id=ChIJORRQaZeMJQ0ReNgLr3b3Lbk,42.1232281,-8.8104028,,pendiente
bekari-panaderia-vigo,Bēkari Panadería,Vigo,Pan y pastelería,"Pan artesanal, bollería, masa madre","Rúa do Marqués de Valladares 2A, 36201 Vigo, Pontevedra","Bēkari Panadería es un productor local de Vigo especializado en pan artesanal, bollería, masa madre, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,886 13 19 11,,,,https://www.instagram.com/bekari_panaderia/,https://www.google.com/maps/search/?api=1&query=B%C4%93kari%20Panader%C3%ADa%2C%20R%C3%BAa%20do%20Marqu%C3%A9s%20de%20Valladares%202A%2C%2036201%20Vigo%2C%20Pontevedra&query_place_id=ChIJpWPGn2piLw0RLGJECStC5cQ,42.2381762,-8.7243465,,pendiente
pasteleria-semola-vigo,Pastelería Sémola,Vigo,Pan y pastelería,"Pastelería, tartas, bollería","Avenida Puerta del Sol 10, 36201 Vigo, Pontevedra","Pastelería Sémola es un productor local de Vigo especializado en pastelería, tartas, bollería, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,986 11 25 00,,http://www.semola.es/,,,https://www.google.com/maps/search/?api=1&query=Pasteler%C3%ADa%20S%C3%A9mola%2C%20Avenida%20Puerta%20del%20Sol%2010%2C%2036201%20Vigo%2C%20Pontevedra&query_place_id=ChIJ2Zr4rmpiLw0RzDP_H3nlQSE,42.2378416,-8.7254641,,pendiente
panaderia-argibay-vigo-vigo,Panadería Argibay Vigo,Vigo,Pan y pastelería,"Pan, empanadas, bollería","Rúa de Urzaiz 183, posto 155, Lavadores, 36205 Vigo, Pontevedra","Panadería Argibay Vigo es un productor local de Vigo especializado en pan, empanadas, bollería, integrado en la oferta agroalimentaria de proximidad de la provincia de Pontevedra.",Consultar web o venta directa,638 73 00 62,,http://www.panaderiargibay.com/,,https://www.instagram.com/panaderiargibay/,https://www.google.com/maps/search/?api=1&query=Panader%C3%ADa%20Argibay%20Vigo%2C%20R%C3%BAa%20de%20Urzaiz%20183%2C%20posto%20155%2C%20Lavadores%2C%2036205%20Vigo%2C%20Pontevedra&query_place_id=ChIJp5Y_lZtjLw0RtcLo7tMg6AA,42.2311306,-8.704277,,pendiente
