nombre,pais,pais_codigo,region,region_codigo,municipio,categoria,productos,direccion,horario,telefono,correo,web,facebook,instagram,google_maps,lat,lon,osm_id,fuente_url,fecha_extraccion,verificacion,venta_online
Berlin-Ei,Alemania,DE,Berlin,DE-BE,Berlin-Wartenberg,Huevos,Eier,"Lindenberger Straße 87, 13059 Berlin-Wartenberg","Mo-Su,PH 08:00-13:00",+493033774040,mail@berlin-ei.de,https://berlin-ei.de/,,,"https://www.google.com/maps?q=52.584366,13.520165",52.584366,13.520165,node/12752387894,https://www.openstreetmap.org/node/12752387894,2026-08-05,parcial,no comprobado
Hofladen,Alemania,DE,Brandenburg,DE-BB,Altlandsberg,Otros,,"Dorfstraße 1, 15345 Altlandsberg","Jan-Mar: Mo-Sa 08:00-16:00; Apr-Oct: Mo-Sa 08:00-17:00, Su 10:00-14:00; Nov-Dec: Mo-Sa 08:00-16:00",+493341215856,info@obstgut-franz-mueller.de,http://www.obstgut-franz-mueller.de/content/hofladen.php,,,"https://www.google.com/maps?q=52.605844,13.807257",52.605844,13.807257,node/921138656,https://www.openstreetmap.org/node/921138656,2026-08-05,parcial,no comprobado
Hemme Milch Hofladen,Alemania,DE,Brandenburg,DE-BB,Angermünde,Lácteos y quesos,Käse und Milchprodukte,"Heideweg 4, 16278 Angermünde",,+493331252525,uckermark@um-hemme-milch.de,http://www.hemme-uckermark.de/index.php,,,"https://www.google.com/maps?q=52.988165,13.955970",52.988165,13.955970,node/2544990469,https://www.openstreetmap.org/node/2544990469,2026-08-05,parcial,no comprobado
Hofladen Brodowin,Alemania,DE,Brandenburg,DE-BB,Chorin,Otros,,"Brodowiner Dorfstraße 89, 16230 Chorin",Apr-Oct 09:00-18:00; Nov-Mar 10:00-17:00,+4933362622,hofladen@brodowin.de,https://brodowin.de/brodowin-besuchen/hofladen.html,,,"https://www.google.com/maps?q=52.915655,13.956381",52.915655,13.956381,node/588513981,https://www.openstreetmap.org/node/588513981,2026-08-05,parcial,no comprobado
Ziegenhof Pörschke,Alemania,DE,Brandenburg,DE-BB,Chorin,Otros,,"Brodowiner Dorfstraße 13, 16230 Chorin",,+493336271123,post@ziegenhof-poerschke.de,https://www.ziegenhof-poerschke.de,,,"https://www.google.com/maps?q=52.911503,13.961846",52.911503,13.961846,node/1806101454,https://www.openstreetmap.org/node/1806101454,2026-08-05,parcial,no comprobado
BioLaden Schömmel,Alemania,DE,Brandenburg,DE-BB,Cottbus,Otros,,"Franz-Mehring-Straße 62, 03046 Cottbus",Mo-Fr 08:00-19:00; Sa 08:00-16:00,+4935578279987,info@bioladen-cottbus.de,https://bioladen-cottbus.de/bioladen-schoemmel/,,,"https://www.google.com/maps?q=51.757547,14.337967",51.757547,14.337967,node/7522781560,https://www.openstreetmap.org/node/7522781560,2026-08-05,parcial,no comprobado
Gutshaus Boltenhof,Alemania,DE,Brandenburg,DE-BB,Fürstenberg/Havel,Otros,,"Lindenallee 14, 16798 Fürstenberg/Havel",,+493308752520,info@gutboltenhof.de,http://www.gutboltenhof.de/,https://www.facebook.com/gutboltenhof,,"https://www.google.com/maps?q=53.115402,13.255051",53.115402,13.255051,node/2917014497,https://www.openstreetmap.org/node/2917014497,2026-08-05,parcial,no comprobado
Obst & Spargelhof Leue,Alemania,DE,Brandenburg,DE-BB,Groß Kreutz (Havel),Fruta y verdura,Obst und Gemüse,"Groß Kreutzer Straße 26, 14550 Groß Kreutz (Havel)",,+493320732305,kontakt@obst-spargelhof-leue.de,http://www.obst-spargelhof-leue.de/,,,"https://www.google.com/maps?q=52.431943,12.772083",52.431943,12.772083,way/1234729813,https://www.openstreetmap.org/way/1234729813,2026-08-05,parcial,no comprobado
Kräuter- und Naturhof,Alemania,DE,Brandenburg,DE-BB,Heidesee,Condimentos,Kräuter und Gewürze,"An der Dabernack 2, 15754 Heidesee",Sa-Su 12:00-17:00,+491729915754,,https://www.kräuterundnaturhof.de/,,,"https://www.google.com/maps?q=52.243478,13.808516",52.243478,13.808516,node/5616595410,https://www.openstreetmap.org/node/5616595410,2026-08-05,parcial,no comprobado
Wildhof am Weinberg,Alemania,DE,Brandenburg,DE-BB,Kloster Lehnin,Otros,,"Krahner Hauptstraße 7, 14797 Kloster Lehnin","Tu-Fr 08:00-12:00, 15:00-18:00; Sa 08:00-11:00",+493383540522,info@ildhofamweinberg.de,https://www.wildhofamweinberg.de/,,,"https://www.google.com/maps?q=52.335098,12.550321",52.335098,12.550321,node/9115101729,https://www.openstreetmap.org/node/9115101729,2026-08-05,parcial,no comprobado
Geflügelhof Streich,Alemania,DE,Brandenburg,DE-BB,Kolkwitz,Otros,,"Am Geflügelhof 1, 03099 Kolkwitz","Mo-Fr 14:00-17:00, Sa 09:00-12:00",+49355287324,streich.kolkwitz@t-online.de,http://www.geflügelhof-streich.de,,,"https://www.google.com/maps?q=51.747519,14.259457",51.747519,14.259457,way/140691168,https://www.openstreetmap.org/way/140691168,2026-08-05,parcial,no comprobado
Imkerei Neiße,Alemania,DE,Brandenburg,DE-BB,Luckau,Miel,Honig,"Hauptstraße 26, 15926 Luckau",,+491723618447,imkereineiße@web.de,https://www.imkereineiße.de,,,"https://www.google.com/maps?q=51.852272,13.710172",51.852272,13.710172,node/12875048714,https://www.openstreetmap.org/node/12875048714,2026-08-05,parcial,no comprobado
Spreewald Müller,Alemania,DE,Brandenburg,DE-BB,Lübbenau/Spreewald,Otros,,"Stottoff 12/13, 03222 Lübbenau/Spreewald",Mo-Fr 07:00-12:00,+4935422268,info@spreewaldmueller.de,https://www.spreewaldmueller.de/,,,"https://www.google.com/maps?q=51.866627,13.958975",51.866627,13.958975,node/10697394489,https://www.openstreetmap.org/node/10697394489,2026-08-05,parcial,no comprobado
Märkischer Hofladen Selbelang,Alemania,DE,Brandenburg,DE-BB,Paulinenaue,Otros,,"Dorfstraße 1a, 14641 Paulinenaue",10:00-18:00,+4917245999,willkommen@maerkischer-hofladen-selbelang.de,https://maerkischer-hofladen-selbelang.de/,,,"https://www.google.com/maps?q=52.632937,12.713062",52.632937,12.713062,node/9705975965,https://www.openstreetmap.org/node/9705975965,2026-08-05,parcial,no comprobado
Bauernhof Ruden,Alemania,DE,Brandenburg,DE-BB,Potsdam,Otros,,"Gellertstraße 3, 14476 Potsdam","Mo-Tu,Th-Fr 07:00-18:00; We 07:00-12:00; Sa 08:00-16:00; Su 09:00-12:00",+493320820663,info@ruden.de,https://www.bauernhof-ruden.de/,,,"https://www.google.com/maps?q=52.457419,13.039404",52.457419,13.039404,node/1403062334,https://www.openstreetmap.org/node/1403062334,2026-08-05,parcial,no comprobado
Wild and Taste,Alemania,DE,Brandenburg,DE-BB,Rathenow,Carne,Fleisch und Wurst,"Semliner Straße 42, 14712 Rathenow",,+4915209681954,info@wildandtaste.de,https://wildandtaste.de/,,,"https://www.google.com/maps?q=52.619649,12.343671",52.619649,12.343671,node/10198635796,https://www.openstreetmap.org/node/10198635796,2026-08-05,parcial,no comprobado
Mühle-Lemke-Hofladen,Alemania,DE,Brandenburg,DE-BB,Rüdersdorf bei Berlin,Pan y cereal,Brot und Getreide,"Mühlenstraße 7, 15378 Rüdersdorf bei Berlin",Mo-Fr 08:30-18:00; Sa 09:00-15:00,+49334347430,muehle-lemke-hofladen@gmx.de,https://www.muehle-lemke-hofladen.de/startseite/hofladen/,,,"https://www.google.com/maps?q=52.514317,13.851968",52.514317,13.851968,node/4772462738,https://www.openstreetmap.org/node/4772462738,2026-08-05,parcial,no comprobado
Straußenfarm am Bolzenteich,Alemania,DE,Brandenburg,DE-BB,Schönewalde,Otros,,"Alte Dorfstraße 20, 04916 Schönewalde","Sa,Su,PH 10:00-18:00",+4935362745251,info@straussenfarm-bolzenteich.de,https://www.straussenfarm-bolzenteich.de/,,,"https://www.google.com/maps?q=51.783979,13.275073",51.783979,13.275073,node/6516075856,https://www.openstreetmap.org/node/6516075856,2026-08-05,parcial,no comprobado
Brennerei Sellendorf,Alemania,DE,Brandenburg,DE-BB,Steinreich,Destilados y licores,Spirituosen und Liköre,"Dorfstraße 29, 15938 Steinreich","Mo-Fr 08:00-15:30; PH,Sa,Su off",+4935452647,info@brennerei-sellendorf.de,https://www.brennerei-sellendorf.de/,,,"https://www.google.com/maps?q=51.957597,13.544248",51.957597,13.544248,way/222961611,https://www.openstreetmap.org/way/222961611,2026-08-05,parcial,no comprobado
Bienenwelt Imkerei & Fachhandel Maaß,Alemania,DE,Brandenburg,DE-BB,Tauche,Miel,Honig,"Am Feldrain 44, 15848 Tauche","Sa 09:00-13:00; Mo-Fr, Su,PH off",+493367572199,maasstauche@freenet.de,https://www.bienenwelt-los.de,,,"https://www.google.com/maps?q=52.155446,14.152722",52.155446,14.152722,node/9221884101,https://www.openstreetmap.org/node/9221884101,2026-08-05,parcial,no comprobado
Hofladen Gut Temmen,Alemania,DE,Brandenburg,DE-BB,Temmen-Ringenwalde,Otros,,"Lindenallee 3, 17268 Temmen-Ringenwalde",Th 14:00-18:00; Fr 10:00-18:00; Sa 10:00-18:00,+4939881208,hofladen@gut-temmen.de,http://gut-temmen.de/hofladen,,,"https://www.google.com/maps?q=53.095458,13.754434",53.095458,13.754434,node/4372102622,https://www.openstreetmap.org/node/4372102622,2026-08-05,parcial,no comprobado
Fläming Wildhandel,Alemania,DE,Brandenburg,DE-BB,Treuenbrietzen,Otros,,"Bardenitzer Dorfstraße 56, 14929 Treuenbrietzen",Mo-Fr 08:00-17:00; Sa 09:00-12:00; Su 09:00-11:00; PH off,+493374815597,info@flaeming-wildhandel.de,https://www.flaeming-wildhandel.de/,,,"https://www.google.com/maps?q=52.075137,12.942903",52.075137,12.942903,node/767616422,https://www.openstreetmap.org/node/767616422,2026-08-05,parcial,no comprobado
Bioland-Hof Zielke,Alemania,DE,Brandenburg,DE-BB,Vierlinden,Otros,,"Am Fließ 8, 15306 Vierlinden",Mo 13:00+; We 13:00+; Th-Fr 13:00+,+49334774405,biolandhof-zielke@gmx.de,https://www.biolandhof-zielke.de/,,,"https://www.google.com/maps?q=52.526691,14.305559",52.526691,14.305559,node/8731838649,https://www.openstreetmap.org/node/8731838649,2026-08-05,parcial,no comprobado
Klosterfelder Senfmühle,Alemania,DE,Brandenburg,DE-BB,Wandlitz,Otros,,"Zerpenschleuser Straße 34, 16348 Wandlitz",Mo-Th 09:00-15:00; Fr 09:00-14:00,+493396574,kontakt@klosterfelder-senfmuehle.de,https://klosterfelder-senfmuehle.de/,,,"https://www.google.com/maps?q=52.800717,13.482525",52.800717,13.482525,node/10670791122,https://www.openstreetmap.org/node/10670791122,2026-08-05,parcial,no comprobado
Spezialitätenmarkt,Alemania,DE,Brandenburg,DE-BB,Werder (Havel),Otros,,"Fercher Straße 60, 14542 Werder (Havel)","Apr-Oct: Mo-Su 10:00-18:00; Nov-Mar: Mo-Fr 10:00-17:00; Sa,Su,PH 10:00-18:00",+49332746910,info@sandokan.de,https://sanddorn-christine-berger.de/,,,"https://www.google.com/maps?q=52.346808,12.944650",52.346808,12.944650,way/277920291,https://www.openstreetmap.org/way/277920291,2026-08-05,parcial,no comprobado
Hofladen Lienert,Alemania,DE,Brandenburg,DE-BB,Wustermark,Otros,,"Neue Chaussee, 14641 Wustermark",Apr-Oct Tu-Su 10:00-18:00,+4916097773235,kontakt@hofladen-lienert.de,https://hofladen-lienert.de,,,"https://www.google.com/maps?q=52.508723,12.967751",52.508723,12.967751,way/227682723,https://www.openstreetmap.org/way/227682723,2026-08-05,parcial,no comprobado
Bienengarten,Alemania,DE,Bremen,DE-HB,Bremen,Miel,Honig,"Ilseweg 1, 28201 Bremen","""Honigverkauf nach Vereinbarung""",,,,,,"https://www.google.com/maps?q=53.064696,8.831840",53.064696,8.831840,way/290065297,https://www.openstreetmap.org/way/290065297,2026-08-05,parcial,no comprobado
Der Bremer Bienenkönig,Alemania,DE,Bremen,DE-HB,Bremen,Miel,Honig,"Gustavstraße 1, 28217 Bremen",,+49421383535,,,,,"https://www.google.com/maps?q=53.098165,8.789539",53.098165,8.789539,node/9010343837,https://www.openstreetmap.org/node/9010343837,2026-08-05,parcial,no comprobado
Gemeinschaftsgarten,Alemania,DE,Bremen,DE-HB,Bremen,Miel,Honig,Bremen,,,grueninseln@gb-bremen.de,https://gb-bremen.de/das-gelande/hofgruen,,,"https://www.google.com/maps?q=53.086308,8.805600",53.086308,8.805600,way/809818584,https://www.openstreetmap.org/way/809818584,2026-08-05,parcial,no comprobado
Hemmlisch,Alemania,DE,Bremen,DE-HB,Bremen,Otros,,"Hemmstraße 37, 28357 Bremen","Tu, Sa 10:00-18:00",+491639786209,,https://hemmlisch.de,,,"https://www.google.com/maps?q=53.118801,8.816602",53.118801,8.816602,node/9295530950,https://www.openstreetmap.org/node/9295530950,2026-08-05,parcial,no comprobado
Imkereibedarf Berndt,Alemania,DE,Bremen,DE-HB,Bremen,Miel,Honig,"Bi'n Tegelplatz 5e, 28307 Bremen","Mo-Fr 09:00-12:00, 14:00-18:00; Sa 09:00-12:00",+494212582660,,http://www.imkereibedarf-berndt.de/,,,"https://www.google.com/maps?q=53.036386,8.918693",53.036386,8.918693,way/309924699,https://www.openstreetmap.org/way/309924699,2026-08-05,parcial,no comprobado
Ackerperlen,Alemania,DE,Hamburg,DE-HH,Hamburg,Otros,,"In der Weide 56, 21037 Hamburg",,+494031704050,mail@ackerperlen.de,https://www.ackerperlen.de/,,,"https://www.google.com/maps?q=53.492445,10.055441",53.492445,10.055441,way/266522091,https://www.openstreetmap.org/way/266522091,2026-08-05,parcial,no comprobado
Der Seehof,Alemania,DE,Hamburg,DE-HH,Hamburg,Otros,,"Domänenweg 5, 21129 Hamburg",,+49407459771,ilona.dehde@seehof-altesland.de,https://www.seehof-altesland.de,,,"https://www.google.com/maps?q=53.523333,9.778344",53.523333,9.778344,node/9918937083,https://www.openstreetmap.org/node/9918937083,2026-08-05,parcial,no comprobado
Gärtnerei Sannmann,Alemania,DE,Hamburg,DE-HH,Hamburg,Fruta y verdura,Obst und Gemüse,"Ochsenwerder Norderdeich 50, 21037 Hamburg",Sa 10:00-15:00; Su-Fr off,+494073712171,,http://www.sannmann.com/einkaufen/einkaufen_in_der_gaertnerei.html,,,"https://www.google.com/maps?q=53.478282,10.095754",53.478282,10.095754,way/541567586,https://www.openstreetmap.org/way/541567586,2026-08-05,parcial,no comprobado
Imkerei elbgelb,Alemania,DE,Hamburg,DE-HH,Hamburg,Miel,Honig,"Ochsenwerder Twiete, 21037 Hamburg",geöffnet zu Veranstaltungen + nach Vereinbarung,+494085371158,,https://elbgelb.de,,,"https://www.google.com/maps?q=53.473056,10.070900",53.473056,10.070900,node/12831811664,https://www.openstreetmap.org/node/12831811664,2026-08-05,parcial,no comprobado
Kattendorfer Hofladen,Alemania,DE,Hamburg,DE-HH,Hamburg,Otros,,"Pfenningsbusch 39, 22081 Hamburg","Mo,We,Th 13:00-18:00; Tu,Fr 11:00-19:00; Sa 09:00-14:00",+494020982089,,https://kattendorfer-hof.de/hoflaeden/hofladen-barmbek/,,,"https://www.google.com/maps?q=53.582599,10.046537",53.582599,10.046537,node/4112035908,https://www.openstreetmap.org/node/4112035908,2026-08-05,parcial,no comprobado
Obsthof Thies Harms,Alemania,DE,Hamburg,DE-HH,Hamburg,Otros,,"Hohenwischer Straße 107, 21129 Hamburg","Tu,Fr 13:00-18:00; Sa 11:00-16:00; PH off",+494074527656,,https://www.obsthof-harms.de/,,,"https://www.google.com/maps?q=53.507929,9.872427",53.507929,9.872427,node/3363206326,https://www.openstreetmap.org/node/3363206326,2026-08-05,parcial,no comprobado
Kirchhof,Alemania,DE,Hessen,DE-HE,Alheim,Otros,,"An der Kirche 6, 36211 Alheim","We 10:00-12:30,14:00-15:00; Th 14:00-15:00",+4956641798,info@kirchhof-oberellenbach.de,http://www.kirchhof-oberellenbach.de/verkaufsstellen.html,,,"https://www.google.com/maps?q=51.025719,9.635309",51.025719,9.635309,node/6928882000,https://www.openstreetmap.org/node/6928882000,2026-08-05,parcial,no comprobado
Schanzenhof,Alemania,DE,Hessen,DE-HE,Bad Arolsen,Otros,,"Schanzenhof 1, 34454 Bad Arolsen",Fr 14:00-17:30,+495691629745,info@schanzenhof-online.de,http://www.schanzenhof-online.de,,,"https://www.google.com/maps?q=51.395182,9.002241",51.395182,9.002241,node/3460946117,https://www.openstreetmap.org/node/3460946117,2026-08-05,parcial,no comprobado
Rote Pumpe Straußwirtschaft,Alemania,DE,Hessen,DE-HE,Bad Nauheim,Vino,Wein,"Nieder-Mörler-Straße 6, 61231 Bad Nauheim","Tu-Sa 16:00-22:00; Su,PH 13:00-22:00",+4960329371903,info@rote-pumpe.de,http://www.rote-pumpe.de,,,"https://www.google.com/maps?q=50.380665,8.721164",50.380665,8.721164,node/2384893171,https://www.openstreetmap.org/node/2384893171,2026-08-05,parcial,no comprobado
Dottenfelderhof Laden,Alemania,DE,Hessen,DE-HE,Bad Vilbel,Otros,,"Dottenfelder Hof, 61118 Bad Vilbel",Mo-Sa 08:00-19:00; PH off,+496101529625,laden@dottenfelderhof.de,https://www.dottenfelderhof.de/dottenfelderhof/einkaufen/hofladen,,,"https://www.google.com/maps?q=50.193214,8.753713",50.193214,8.753713,node/307137832,https://www.openstreetmap.org/node/307137832,2026-08-05,parcial,no comprobado
Laupus-Hofladen,Alemania,DE,Hessen,DE-HE,Bad Vilbel,Otros,,"Harheimer Weg 100, 61118 Bad Vilbel","Mo-Fr 09:00-18:30; Sa 08:00-18:00; Su,PH off",+49610141029,rudolf-laupus@t-online.de,https://laupushof.de/hofladen/,,,"https://www.google.com/maps?q=50.188302,8.711922",50.188302,8.711922,node/430864763,https://www.openstreetmap.org/node/430864763,2026-08-05,parcial,no comprobado
Hofladen Eisenach,Alemania,DE,Hessen,DE-HE,Baunatal,Huevos,Eier,"Holzhäuser Straße 8, 34225 Baunatal","Th,Sa 09:00-13:00; Fr 09:00-18:00; PH off",+4956656165,eckeis@t-online.de,http://www.bioland-ei.de,,,"https://www.google.com/maps?q=51.228786,9.463332",51.228786,9.463332,node/5658636653,https://www.openstreetmap.org/node/5658636653,2026-08-05,parcial,no comprobado
Imkerei Schemel,Alemania,DE,Hessen,DE-HE,Bickenbach,Miel,Honig,"Berta-Benz-Straße 106, 64404 Bickenbach",Mo-Fr 08:00-18:00; Sa 10:00-13:00,+49625762379,info@imkerei-schemel.de,https://www.imkerei-schemel.de/,,,"https://www.google.com/maps?q=49.760410,8.601433",49.760410,8.601433,node/5323354251,https://www.openstreetmap.org/node/5323354251,2026-08-05,parcial,no comprobado
Kastanienhof,Alemania,DE,Hessen,DE-HE,Birstein,Otros,,"Völzberger Straße 14, 63633 Birstein","Mo,Th 16:00-18:00; Sa 10:00-12:00",+4966681320,palmen-althaus@web.de,https://www.hofkaeserei-kastanienhof.de,,,"https://www.google.com/maps?q=50.438607,9.322559",50.438607,9.322559,node/3473591422,https://www.openstreetmap.org/node/3473591422,2026-08-05,parcial,no comprobado
Honigmond Imkerei (Hofladen),Alemania,DE,Hessen,DE-HE,Brachttal,Miel,Honig,"Tannenweg 3, 63636 Brachttal",,+496054907832,honigmond@seeyou-naturkosmetik.de,https://www.honigmond-manufaktur.de/,,,"https://www.google.com/maps?q=50.325041,9.259707",50.325041,9.259707,node/7645725449,https://www.openstreetmap.org/node/7645725449,2026-08-05,parcial,no comprobado
Conni Dietrich,Alemania,DE,Hessen,DE-HE,Butzbach,Miel,Honig,"Münchgartenweg 3, 35510 Butzbach",,+4960339212,info@gardeco.de,https://imkerverein-butzbach.de/conni-dietrich/,,,"https://www.google.com/maps?q=50.405888,8.638284",50.405888,8.638284,node/9177719917,https://www.openstreetmap.org/node/9177719917,2026-08-05,parcial,no comprobado
Kelterei Müller GmbH & Co. KG,Alemania,DE,Hessen,DE-HE,Butzbach,Miel,Honig,35510 Butzbach,,+49603397400,info@kelterei-mueller.de,https://www.kelterei-mueller.de/die-kelterei,,,"https://www.google.com/maps?q=50.400667,8.667767",50.400667,8.667767,node/9177728717,https://www.openstreetmap.org/node/9177728717,2026-08-05,parcial,no comprobado
Rolf Schrittenlocher,Alemania,DE,Hessen,DE-HE,Butzbach,Miel,Honig,"Pfeifergasse 19, 35510 Butzbach",,+496033745878,honig@kirchgoens.de,https://imkerverein-butzbach.de/rolf-schrittenlocher/,,,"https://www.google.com/maps?q=50.470933,8.651033",50.470933,8.651033,node/9177594317,https://www.openstreetmap.org/node/9177594317,2026-08-05,parcial,no comprobado
Hof Fleckenbühl,Alemania,DE,Hessen,DE-HE,Cölbe,Otros,,"Fleckenbühl 6, 35091 Cölbe",Mo-Fr 07:30-18:30; Sa 07:30-14:00; Su 13:00-18:00,+49642792210,landprodukte@diefleckenbuehler.de,https://www.diefleckenbuehler.de,,,"https://www.google.com/maps?q=50.879484,8.824696",50.879484,8.824696,node/3461203429,https://www.openstreetmap.org/node/3461203429,2026-08-05,parcial,no comprobado
Weidehähnchen Ferienhof Günterfürst,Alemania,DE,Hessen,DE-HE,Erbach,Otros,,"Sportplatzweg 14, 64711 Erbach",Mo-Su 08:00-21:00,+491709062956,ferienhof-guenterfuerst@gmx.de,https://www.ferienhof-günterfürst.de/fleisch-vom-weideh%C3%A4hnchen,,,"https://www.google.com/maps?q=49.638107,8.979436",49.638107,8.979436,node/8951008708,https://www.openstreetmap.org/node/8951008708,2026-08-05,parcial,no comprobado
Otterbacherhof,Alemania,DE,Hessen,DE-HE,Gemünden (Felda),Otros,,"Lochbornstraße 1, 35329 Gemünden (Felda)","""nach Vereinbarung""",+4966348299,otterbacherhof@t-online.de,http://www.otterbacherhof.de,,,"https://www.google.com/maps?q=50.693817,9.088371",50.693817,9.088371,node/3461310193,https://www.openstreetmap.org/node/3461310193,2026-08-05,parcial,no comprobado
Hessische Staatsdomäne Frankenhausen,Alemania,DE,Hessen,DE-HE,Grebenstein,Otros,,"Frankenhausen 1, 34393 Grebenstein",Th-Fr 10:00-18:00,+495674315,tamm@uni-kassel.de,https://www.uni-kassel.de/fb11agrar/fachgebiete-/-einrichtungen/lehr-und-versuchsbetrieb-hessische-staatsdomaene-frankenhausen/hofladen,,,"https://www.google.com/maps?q=51.411333,9.439346",51.411333,9.439346,node/2641429860,https://www.openstreetmap.org/node/2641429860,2026-08-05,parcial,no comprobado
Gärtnerhof Oberweyer,Alemania,DE,Hessen,DE-HE,Hadamar,Otros,,"Oberdorfstraße 9, 65589 Hadamar","Tu,Fr 15:00-18:00",+4964335956,info@gaertnerhof-oberweyer.de,http://www.bio-limburg.de/,,,"https://www.google.com/maps?q=50.456624,8.095484",50.456624,8.095484,way/344549798,https://www.openstreetmap.org/way/344549798,2026-08-05,parcial,no comprobado
Hof Grilseifen,Alemania,DE,Hessen,DE-HE,Heidenrod,Carne,Fleisch und Wurst,65321 Heidenrod,,+491785249533,o.retlom@t-online.de,https://wispertal-galloway.de,,,"https://www.google.com/maps?q=50.133676,8.002378",50.133676,8.002378,node/8643220635,https://www.openstreetmap.org/node/8643220635,2026-08-05,parcial,no comprobado
Hofladen,Alemania,DE,Hessen,DE-HE,Herbstein,Lácteos y quesos,Käse und Milchprodukte,"Erlenweg 9, 36358 Herbstein","Mo,Tu,Th,Fr 09:00-12:30,14:30-18:00; We,Sa 09:00-12:30",+496643709605,dzink@gemeinschaft-altenschlirf.de,https://gemeinschaft-altenschlirf.de/arbeiten/hofladen-cafe-altenschlirf,,,"https://www.google.com/maps?q=50.536382,9.394555",50.536382,9.394555,node/3472763881,https://www.openstreetmap.org/node/3472763881,2026-08-05,parcial,no comprobado
Hofgut Patershausen,Alemania,DE,Hessen,DE-HE,Heusenstamm,Otros,,"Patershäuser Weg 1, 63150 Heusenstamm","Th 15:00-19:00; Fr,Sa 09:30-13:00",+49610467963,klausommert@gmail.com,https://www.hofgut-patershausen.de,,,"https://www.google.com/maps?q=50.033691,8.806175",50.033691,8.806175,node/897548618,https://www.openstreetmap.org/node/897548618,2026-08-05,parcial,no comprobado
Rhönhof Henkel,Alemania,DE,Hessen,DE-HE,Hofbieber,Otros,,"Mahlertsmühle 3, 36145 Hofbieber",We 17:00-19:00; Sa 10:00-13:00 (gerade Kalenderwochen),+496684919250,info@rhoenhof-henkel.de,https://www.rhoenhof-henkel.de/,https://www.facebook.com/people/Rh%C3%B6nhof-Henkel/100069572646661/,,"https://www.google.com/maps?q=50.607514,9.939303",50.607514,9.939303,node/10080255735,https://www.openstreetmap.org/node/10080255735,2026-08-05,parcial,no comprobado
Hofgut Hofgeismar,Alemania,DE,Hessen,DE-HE,Hofgeismar,Otros,,"Schützenhofweg 17, 34369 Hofgeismar","Mo-We 08:00-13:00; Th,Fr 08:00-16:00",+49567150801101,hofladen@hofgut-hofgeismar.de,http://hofgut-hofgeismar.de/,,,"https://www.google.com/maps?q=51.491600,9.374326",51.491600,9.374326,node/1444571242,https://www.openstreetmap.org/node/1444571242,2026-08-05,parcial,no comprobado
Biohofladen Schlagmühle,Alemania,DE,Hessen,DE-HE,Hofheim am Taunus,Otros,,"Schlagmühle 1, 65719 Hofheim am Taunus",Mo-Su 08:00-21:00,+491798713232,info@schlagmuehle-wallau.de,https://www.schlagmuehle-wallau.de/,,,"https://www.google.com/maps?q=50.053263,8.374322",50.053263,8.374322,node/12054608812,https://www.openstreetmap.org/node/12054608812,2026-08-05,parcial,no comprobado
Hofkiosk Tierfairbrik,Alemania,DE,Hessen,DE-HE,Homberg (Efze),Huevos,Eier,"Falkenberger Straße 2, 34576 Homberg (Efze)",Fr 15:00-18:00; Sa 11:00-13:00,+4956812415,info@tierfairbrik.de,http://www.tierfairbrik.de,,,"https://www.google.com/maps?q=51.070968,9.439638",51.070968,9.439638,node/5274001852,https://www.openstreetmap.org/node/5274001852,2026-08-05,parcial,no comprobado
Bioland MagerHof,Alemania,DE,Hessen,DE-HE,Karben,Otros,,"Ulmenweg 50, 61184 Karben","Mo,Tu,Th,Fr 09:00-13:00,15:00-19:00",+49603941789,info@bioland-magerhof.de,http://www.bioland-magerhof.de,,,"https://www.google.com/maps?q=50.222716,8.790243",50.222716,8.790243,node/4715313775,https://www.openstreetmap.org/node/4715313775,2026-08-05,parcial,no comprobado
Hofladen Friedelhausen,Alemania,DE,Hessen,DE-HE,Lollar,Otros,,"Friedelhausen 2, 35457 Lollar","Tu,Fr 09:30-13:00,14:00-18:00",+496406916520,hofgemeinschaft@friedelhausen.de,http://www.friedelhausen.de,,,"https://www.google.com/maps?q=50.684171,8.711093",50.684171,8.711093,node/3461250117,https://www.openstreetmap.org/node/3461250117,2026-08-05,parcial,no comprobado
Imkerei Huhn,Alemania,DE,Hessen,DE-HE,Maintal,Miel,Honig,"Am Felsenkeller 7, 63477 Maintal",,+491708574163,kontakt@imkerei-huhn.de,https://www.imkerei-huhn.de/,,,"https://www.google.com/maps?q=50.155103,8.835939",50.155103,8.835939,node/13388360890,https://www.openstreetmap.org/node/13388360890,2026-08-05,parcial,no comprobado
Hofladen auf dem Rauhen Berg,Alemania,DE,Hessen,DE-HE,Ortenberg,Otros,,"Rauher Berg 2, 63683 Ortenberg","09:00-12:00,14:00-18:00; We,Sa,Su,PH off",+4960499685,kontakt@rauher-berg.de,http://rauher-berg.de/pages/einkaufen/der-hofladen.php,,,"https://www.google.com/maps?q=50.357693,9.131927",50.357693,9.131927,node/476570060,https://www.openstreetmap.org/node/476570060,2026-08-05,parcial,no comprobado
